antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cluster
frozenset({'Organic Raspberries'}),frozenset({'Banana'}),0.0314,0.1373,0.0053,0.16878980891719747,1.229350392696267,1.0,0.0009887799999999999,1.0378842911877395,0.1926102252229438,0.032435740514075884,0.0365014592757592,0.10369570562393013,3
frozenset({'Organic Strawberries'}),frozenset({'Banana'}),0.0659,0.1373,0.0159,0.24127465857359637,1.7572808344763027,1.0,0.006851930000000001,1.1370386,0.46134139140423064,0.08489054991991458,0.12052238156206835,0.17853973278279237,3
frozenset({'Organic Whole Milk'}),frozenset({'Banana'}),0.0303,0.1373,0.0064,0.21122112211221122,1.5383912753984794,1.0,0.00223981,1.09371589958159,0.3609057569351346,0.03970223325062035,0.08568577965945429,0.12891718887839257,3
frozenset({'Red Peppers'}),frozenset({'Banana'}),0.0192,0.1373,0.0051,0.26562500000000006,1.9346321922796799,1.0,0.0024638400000000006,1.174740425531915,0.4925630937529988,0.03368560105680317,0.14874811637881077,0.15138496904588494,3
frozenset({'Seedless Red Grapes'}),frozenset({'Banana'}),0.0204,0.1373,0.0058,0.284313725490196,2.070748182739956,1.0,0.0029990799999999995,1.2054164383561643,0.5278509173343096,0.03818301514154048,0.17041118058443955,0.16327849420904555,3
frozenset({'Strawberries'}),frozenset({'Banana'}),0.0488,0.1373,0.0137,0.2807377049180328,2.0447028763148785,1.0,0.00699976,1.199423361823362,0.53714401478271,0.07946635730858467,0.1662660309702478,0.19025960264109942,3
frozenset({'Yellow Onions'}),frozenset({'Banana'}),0.0274,0.1373,0.0079,0.2883211678832117,2.0999356728566037,1.0,0.004137980000000001,1.2122041025641026,0.5385512407041547,0.05038265306122449,0.17505641344988027,0.17292970265974134,3
frozenset({'Cucumber Kirby'}),frozenset({'Organic Avocado'}),0.0336,0.0563,0.0054,0.16071428571428573,2.854605430093885,1.0,0.0035083200000000005,1.124408510638298,0.6722774098601914,0.06390532544378698,0.11064351564510515,0.12831451408272013,3
frozenset({'Cucumber Kirby'}),frozenset({'Organic Baby Spinach'}),0.0336,0.0739,0.0052,0.15476190476190477,2.094207100973001,1.0,0.00271696,1.0956676056338028,0.5406584309730005,0.05083088954056696,0.08731444202775593,0.1125636316772988,3
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.0487,0.0394,0.0083,0.1704312114989733,4.325665266471404,1.0,0.00638122,1.15795099009901,0.80818005544727,0.10401002506265665,0.13640559181654519,0.19054555498806536,3
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.0394,0.0487,0.0083,0.21065989847715738,4.325665266471404,1.0,0.00638122,1.205183922829582,0.8003557013814158,0.10401002506265665,0.17025112843178533,0.19054555498806536,3
frozenset({'Large Lemon'}),frozenset({'Organic Avocado'}),0.0487,0.0563,0.0081,0.16632443531827515,2.9542528475714946,1.0,0.005358189999999999,1.1319751231527093,0.6953694294876536,0.08359133126934983,0.11658835998545634,0.15509827449750346,3
frozenset({'Large Lemon'}),frozenset({'Organic Baby Spinach'}),0.0487,0.0739,0.0078,0.1601642710472279,2.167310839610662,1.0,0.0042010699999999995,1.1027156479217606,0.5661712582242383,0.06794425087108015,0.09314790092563213,0.1328561544681336,3
frozenset({'Limes'}),frozenset({'Organic Avocado'}),0.0394,0.0563,0.0075,0.1903553299492386,3.3810893419047705,1.0,0.00528178,1.1655730407523512,0.7331223540842529,0.08503401360544217,0.1420529087095884,0.16178512501014325,3
frozenset({'Organic Garlic'}),frozenset({'Limes'}),0.034,0.0394,0.0052,0.15294117647058822,3.8817557479844726,1.0,0.0038604,1.1340416666666666,0.7685140946010512,0.07624633431085044,0.11819818495793069,0.14246043595103014,3
frozenset({'Organic Avocado'}),frozenset({'Organic Baby Spinach'}),0.0563,0.0739,0.0099,0.17584369449378331,2.379481657561344,1.0,0.005739430000000001,1.1236946120689657,0.6143270149840034,0.08229426433915214,0.11007849529617031,0.1549042559072435,3
frozenset({'Organic Garlic'}),frozenset({'Organic Baby Spinach'}),0.034,0.0739,0.0064,0.18823529411764706,2.547162301997931,1.0,0.0038874000000000005,1.1408478260869566,0.6287849378881988,0.06305418719211824,0.1234589073724728,0.13741940619278836,3
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Baby Spinach'}),0.0549,0.0739,0.0088,0.1602914389799636,2.1690316506084386,1.0,0.004742890000000001,1.1028826464208243,0.5702727465107109,0.07333333333333333,0.09328521647766289,0.13968563829918343,3
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.0268,0.0739,0.0051,0.19029850746268656,2.5750812917819563,1.0,0.0031194800000000004,1.1437548387096774,0.6285067253370729,0.05334728033472804,0.12568675894901907,0.1296553430412215,3
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.0326,0.0659,0.0064,0.196319018404908,2.979044285355205,1.0,0.004251660000000001,1.1622770992366411,0.6867085745296672,0.06948968512486428,0.1396199747402933,0.14671793105374384,3
frozenset({'Organic Garlic'}),frozenset({'Organic Yellow Onion'}),0.034,0.0294,0.0066,0.1941176470588235,6.602641056422568,1.0,0.0056004,1.2043941605839417,0.878411443628835,0.11619718309859156,0.16970703385413508,0.20930372148859544,3
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Garlic'}),0.0294,0.034,0.0066,0.22448979591836735,6.602641056422568,1.0,0.0056004,1.2456315789473684,0.8742483562182717,0.11619718309859156,0.1971944057125956,0.20930372148859544,3
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.0223,0.0549,0.0053,0.23766816143497757,4.329110408651687,1.0,0.00407573,1.2397488235294118,0.7865456278790615,0.07371349095966621,0.19338499781502227,0.16710366177395508,3
frozenset({'Organic Raspberries'}),frozenset({'Organic Hass Avocado'}),0.0314,0.0549,0.0061,0.19426751592356692,3.53857041755131,1.0,0.004376140000000001,1.1729699604743085,0.740656617798885,0.07605985037406485,0.14746324825263665,0.15268931351733903,3
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Hass Avocado'}),0.0294,0.0549,0.005,0.17006802721088438,3.097778273422302,1.0,0.0033859400000000005,1.1387680327868852,0.697700391510406,0.06305170239596469,0.12185803323551408,0.13057135422475002,3
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.0314,0.0659,0.0056,0.178343949044586,2.7062814726037328,1.0,0.00353074,1.1368503875968992,0.6509284386891242,0.061068702290076333,0.12037677876521358,0.1316605936421716,3
