antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cluster
frozenset({'Limes'}),frozenset({'Organic Cilantro'}),0.0437,0.0227,0.0074,0.16933638443935928,7.459752618473977,1.0,0.0064080100000000004,1.1765292011019284,0.9055184537250834,0.12542372881355934,0.1500423456864415,0.24766378693333602,0
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.0333,0.0658,0.0055,0.16516516516516513,2.510108893087616,1.0,0.0033088599999999994,1.1190237410071942,0.6223346530370425,0.05876068376068377,0.10636391047437929,0.12437589565249138,0
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.0303,0.0717,0.0073,0.24092409240924093,3.3601686528485484,1.0,0.00512749,1.222934347826087,0.7243434984128688,0.07708553326293559,0.18229461640551645,0.17136860129527598,0
frozenset({'Organic Cucumber'}),frozenset({'Organic Hass Avocado'}),0.0223,0.0588,0.0051,0.22869955156950675,3.8894481559439926,1.0,0.0037887600000000004,1.2202767441860465,0.7598385165664916,0.06710526315789474,0.18051376069858346,0.1577171227235289,0
frozenset({'Organic Garlic'}),frozenset({'Organic Hass Avocado'}),0.0344,0.0588,0.0055,0.15988372093023254,2.719110900174023,1.0,0.0034772799999999997,1.1203211072664359,0.6547563455599908,0.06271379703534777,0.1073987685191591,0.12671056794810948,0
frozenset({'Organic Garlic'}),frozenset({'Organic Yellow Onion'}),0.0344,0.0329,0.0074,0.21511627906976746,6.538488725524847,1.0,0.0062682400000000004,1.2321570370370372,0.8772363913208984,0.12353923205342239,0.18841513707968924,0.2200201456139111,0
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Garlic'}),0.0329,0.0344,0.0074,0.22492401215805474,6.538488725524847,1.0,0.0062682400000000004,1.2458133333333332,0.8758757723704472,0.12353923205342239,0.19731152874694982,0.2200201456139111,0
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.029,0.0588,0.0068,0.23448275862068962,3.9878020173586672,1.0,0.0050948,1.2294954954954955,0.7716120433755377,0.0839506172839506,0.18665826457786827,0.1750645085620455,0
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Strawberries'}),0.0588,0.0717,0.01,0.17006802721088438,2.3719390127041056,1.0,0.005784040000000001,1.1185254098360655,0.6145388865278368,0.08298755186721991,0.1059657731454103,0.15476902057894287,0
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Hass Avocado'}),0.0329,0.0588,0.0054,0.16413373860182373,2.7913901122759137,1.0,0.0034654800000000004,1.1260174545454547,0.6635875871735659,0.06257242178447277,0.11191429940695255,0.12798523664785064,0
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.0406,0.0717,0.0072,0.17733990147783252,2.4733598532473153,1.0,0.0042889799999999995,1.1284125748502993,0.6209002154124105,0.06850618458610847,0.1137993121596817,0.13887915575983675,0
frozenset({'Organic Whole Milk'}),frozenset({'Organic Strawberries'}),0.0373,0.0717,0.006,0.16085790884718498,2.243485479040237,1.0,0.0033255900000000002,1.1062488817891374,0.57574010595201,0.05825242718446602,0.0960442840107562,0.12226995860769291,0
